ID prestashop,id nazione,ID provincia,Nome azienda,assignedto,vtiger ID,idx,idxx,0,nome indirizzo,desc indirizzo,nome ,cognom,strada,,cap,citta,NOTE,telefono,cellulare,altro tel,destinazione,nome magazino,id magazino,
56,10,208,GROMAT ELETTRONICA snc di GROSSI & MATTIUCCI,CAT-TPV-79224,79224,0,0,0,gromat elettronica,,GROMAT ELETTRONICA snc di GROS,Mattiucci Sandro,madonna del riposo 81,,165,ROMA,,65693610,3292703604,,GROMAT ELETTRONICA snc di GROSSI & MATTIUCCI - ROMA,WH - GROMAT ELETTRONICA snc di GROSSI & MATTIUCCI - ROMA,50,GROMAT ELETTRONICA snc di GROSSI & MATTIUCCI-50
57,10,193,ELETTRONICA MGM CENTRO ASS. AUDIO VIDEO,CAT-TPV-79190,79190,0,0,0,MASSIMO,,ELETTRONICA MGM CENTRO ASS. AU,Marcantonini Massimo,"VIA PIETRO SORIANO,55",,6132,PERUGIA,,755270548,3473144453,,ELETTRONICA MGM CENTRO ASS. AUDIO VIDEO - PERUGIA,WH - ELETTRONICA MGM CENTRO ASS. AUDIO VIDEO - PERUGIA,51,ELETTRONICA MGM CENTRO ASS. AUDIO VIDEO-51
58,10,193,ELETTRONICA MGM CENTRO ASS. AUDIO VIDEO,CAT-TPV-79190,79190,0,0,0,ELETTRONICA MGM,,ELETTRONICA MGM CENTRO ASS. AU,ELETTRONICA MGM SNC,"VIA PIETRO SORIANO,55",,6132,PERUGIA,,755270548,3473144453,,ELETTRONICA MGM CENTRO ASS. AUDIO VIDEO - PERUGIA,WH - ELETTRONICA MGM CENTRO ASS. AUDIO VIDEO - PERUGIA,52,ELETTRONICA MGM CENTRO ASS. AUDIO VIDEO-52
59,10,169,TECNI.COO SOCIETA' COOPERATIVA,CAT-TPV-79293,79293,0,0,0,TECNI.COO SOC.COOP.,TECNI.COO SOC.COOP.,SPEDICATI,ALBERTO,"VIA GIUSEPPE VERDI, 37",,73020,CASTROMEDIANO DI CAVALLINO,"ORARIO APERTURA: 09,00-13,00 / 14,30-18,30               SABATO CHIUSO",832348998,3278658666,4446540751,TECNI.COO SOCIETA' COOPERATIVA - CASTROMEDIANO DI CAVALLINO,WH - TECNI.COO SOCIETA' COOPERATIVA - CASTROMEDIANO DI CAVALLINO,53,TECNI.COO SOCIETA' COOPERATIVA-53
60,10,137,MA.BO. di A. Chirato e M. Cicala s.n.c.,CAT-TPV-79246,79246,0,0,0,Ma.Bo snc,Ma.Bo snc,MA.BO. di A. Chirato e M. Cicala,Michele Cicala,Via Enrico Mattei  84/22,Via Enrico Mattei  84/22,40138,Bologna,,51538543,3386047516,3022040376,MA.BO. di A. Chirato e M. Cicala s.n.c. - Bologna,WH - MA.BO. di A. Chirato e M. Cicala s.n.c. - Bologna,54,MA.BO. di A. Chirato e M. Cicala s.n.c.-54
61,10,159,#N/A,#N/A,135,0,0,0,via srgio tavernari 47,crociani angelo,crociani,angelo,via ravegnana 370,,47100,forli',,543722249,543722249,,#N/A,#N/A,55,#N/A
62,10,162,LABORATORIO RD TV di Clagnan,CAT-TPV-79331,79331,0,0,0,LABORATORIO CLAGNAN,LABORATORIO RADIO TELEVISIONE DI CLAGNAN LUCIO,CLAGNAN,LUCIO,"SALITA ALLA ROCCA,  3",,34074,MONFALCONE,"ORARIO 08.30 ALLE 12.30
                 15.30  ALLE 19.00",481798823,3333170467,83060319,LABORATORIO RD TV di Clagnan - MONFALCONE,WH - LABORATORIO RD TV di Clagnan - MONFALCONE,56,LABORATORIO RD TV di Clagnan-56
63,10,183,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR,CAT-TPV-79181,79181,0,0,0,Videotronics Castellammare  ,,Esposito Pasquale ,ELETTRO SERVICE ITALIA ARL,"Corso Alcide de Gaspari , 249/B",,80053,Castellammare di Stabia ,,818705752,3473794985,,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - Castellammare di Stabia ,WH - ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - Castellammare di Stabia ,57,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR-57
64,10,130,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR,CAT-TPV-79181,79181,0,0,0,S.A.T.E.I. Avellino,,Baldi Antonio ,ELETTRO SERVICE ITALIA ARL,"Corso Umberto I ,272",,83100,Avellino ,,82574825,3477604485,,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - Avellino ,WH - ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - Avellino ,58,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR-58
65,10,146,LT SERVICE SRL,CAT-TPV-79243,79243,0,0,0,gravina,,LT SERVICE SRL,Salvo Trombetta,"via napoli, 38/b",,95030,gravina di catania,,95395955,3478848248,,LT SERVICE SRL - gravina di catania,WH - LT SERVICE SRL - gravina di catania,59,LT SERVICE SRL-59
66,10,210,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR,CAT-TPV-79181,79181,0,0,0,Positano service San Marzano,,Positano Pasquale & C.,ELETTRO SERVICE ITALIA ARL,"Via Caporale Vitale ,27",,84010,San Marzano sul Sarno,,81956840,3478057232,,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - San Marzano sul Sarno,WH - ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - San Marzano sul Sarno,60,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR-60
67,10,167,TOGNETTI SERVICE di Tognetti Massimiliano,CAT-TPV-79311,79311,0,0,0,teknema,,TOGNETTI snc di Tognetti M,Tognetti Massimiliano,via Lunigiana 589/587,,19124,LA SPEZIA,,187507656,3381863775,,TOGNETTI SERVICE di Tognetti Massimiliano - LA SPEZIA,WH - TOGNETTI SERVICE di Tognetti Massimiliano - LA SPEZIA,61,TOGNETTI SERVICE di Tognetti Massimiliano-61
68,10,183,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR,CAT-TPV-79181,79181,0,0,0,Quick service  Portici ,,Sasso Giuseppe ,ELETTRO SERVICE ITALIA ARL ,"Via Dalbono,18",,80055,Portici,,81275400,3470953345,,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - Portici,WH - ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - Portici,62,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR-62
69,10,210,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR,CAT-TPV-79181,79181,0,0,0,ESISCARL ,,Società consortile A R.L.,ELETTRO SERVICE ITALIA ,"Via Caporale Vitale ,27",,84010,San Marzano sul Sarno,,81275400,3470953345,,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - San Marzano sul Sarno,WH - ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR - San Marzano sul Sarno,63,ELETTRO SERVICE ITALIA SOCIETA' CONSORTILE AR-63
70,10,229,MARCOLONGO G. & C. s.n.c.,CAT-TPV-79248,79248,0,0,0,G.Franco,Marcolongo G.Franco & C. S.n.c.,Marcolongo,Gianfranco,"Via T. Campanella, 1",,37133,Verona,,045 8402682,329 8212425,1620030237,MARCOLONGO G. & C. s.n.c. - Verona,WH - MARCOLONGO G. & C. s.n.c. - Verona,64,MARCOLONGO G. & C. s.n.c.-64
71,10,189,PUNTO SERVICE s.r.l.,CAT-TPV-79267,79267,0,0,0,LABORATORIO,PUNTO SERVICE S.R.L.,ARTUSO,ELIO ,VIA MARCO POLO  N°19/A CENTRO EUROPA,S.AGOSTINO DI ALBIGNASEGO,35020,ALBIGNASEGO,,498806539,,4216070286,PUNTO SERVICE s.r.l. - ALBIGNASEGO,WH - PUNTO SERVICE s.r.l. - ALBIGNASEGO,65,PUNTO SERVICE s.r.l.-65
72,10,210,C.E.M. SERVICE s.r.l.,CAT-TPV-79158,79158,0,0,0,SEDE,,C.E.M. SERVICE s.r.l,C.E.M. SERVICE s.r.l,"VIA GIULIO PASTORE,40",,84131,SALERNO,,089 722900,3476710440,,C.E.M. SERVICE s.r.l. - SALERNO,WH - C.E.M. SERVICE s.r.l. - SALERNO,66,C.E.M. SERVICE s.r.l.-66
73,10,183,VIDEO DIGITAL s.n.c. di Venzo Giovanni & C.,CAT-TPV-79319,79319,0,0,0,assistenza TPVision,Videodigital snc di Venzo Giovanni & c.,venzo,giovanni,via a.pio 78-78/a,,80126,napoli,"orari di apertura 9.00/13.00  15.30/19.00
sabato chiuso",817283331,3486534993,5238440639,VIDEO DIGITAL s.n.c. di Venzo Giovanni & C. - napoli,WH - VIDEO DIGITAL s.n.c. di Venzo Giovanni & C. - napoli,67,VIDEO DIGITAL s.n.c. di Venzo Giovanni & C.-67
74,10,163,M2 ELETTRONICA di Morelli Massimo,CAT-TPV-79244,79244,0,0,0,m2elettronica,M2elettronica,Morelli,Massimo,via Danimarca 9a,,58100,Grosseto,,0564-454571,0564-454571,,M2 ELETTRONICA di Morelli Massimo - Grosseto,WH - M2 ELETTRONICA di Morelli Massimo - Grosseto,68,M2 ELETTRONICA di Morelli Massimo-68
75,10,174,MULTISAT SNC di Latini Fabrizio & C.,CAT-TPV-79259,79259,0,0,0,sede,,MULTISAT SNC di Latini Fabrizi,Latini Fabrizio,Via Roma 79/B,,62100,Macerata,,733231304,3356062746,,MULTISAT SNC di Latini Fabrizio & C. - Macerata,WH - MULTISAT SNC di Latini Fabrizio & C. - Macerata,69,MULTISAT SNC di Latini Fabrizio & C.-69
